"Name","Id","Rarity","Description"
"Rail Gun","9beb9aad-fd19-4cd9-be66-45e2e5bb2fff",3,"Fires depleted uranium slugs at high velocity."
"Pizza","eb4600ba-cb1d-4011-ae8e-96bff93ff7a4",1,"Michelangelo's favorite food, dude."
"Biggs","399bf051-34ca-47ef-bf16-e766764dbabc",1,"Red Wing soldier that bolsters your confidence."
"Mushroom","659d94ce-abdd-46a2-a621-cb04770624a5",1,"Maybe edible mushroom."
"Da Da Da Da Daaa Da DAA da da","956d4f93-7fe6-4f5a-be52-e2a9cde33fd7",2,"The victory song that delivers a sweet reward."
"Princess","fcc4d8f3-e1e3-462f-ae6e-87f020f2fe82",3,"A kiss from her majesty that turns a frog into her prince."
"Holy Water","b0e22823-1dba-4e85-a629-e9c1f57b106e",2,"Throw at the floor to release temporary holy flames."
"Fire Flower","28fadd6d-a1de-4ad8-b6b3-8d03792ec8c5",1,"Throw balls of actual fire. Literally."
"Gold Ring","bd440864-2b65-4876-9dc8-84e4a84d5f24",2,"Shiny ring that provides temporary protection from damage."
"Da Da Da Da Daaa Da DAA da da","5decb482-e4ea-4e1e-b38d-92e4514c4b65",2,"The victory song that delivers a sweet reward."
"Fus Ro Dah","a26dc7d7-ea55-4d76-aa00-201168c53e3c",3,"Dragon shout that silences the target."
"Buffalo","89385af4-7df3-4078-930a-2a7190d011aa",2,"Absolutely not dying from dysentery today!"
"Green Shell","e88a61ff-7bb5-47c5-a932-90cc1f61446a",1,"Throw at opponent to deliver a good thump on the head."
"Morph Ball","58936f2f-4a4c-4431-afde-5ac8009df3cb",3,"Transform into a sphere that passes two players."
"Bo Jackson","faa8c9d8-42e2-44f1-8e94-c7c8ac6709a2",1,"TOUCHDOWN!"
"Bo Jackson","82482a72-ee08-4d6e-a215-b19b2f39abd5",1,"TOUCHDOWN!"
"Buffalo","13072242-558d-4409-aa2a-9a6c590d0a38",2,"Absolutely not dying from dysentery today!"
"Da Da Da Da Daaa Da DAA da da","1fa2719f-3b8c-4f14-a6a9-92f702837e23",2,"The victory song that delivers a sweet reward."
"Varia Suit","0d306501-8e8c-4f5d-9c5a-0b6629c464e3",3,"Sleek pant suit offering significant protection from foes."
"Tanooki Suit","495cd132-91c6-4bc8-adcf-2170916c57e1",2,"Adorable suit that provides temporary protection from attacks."
"Fire Flower","5a670ee0-a6d5-420b-b992-466bc30ceebb",1,"Throw balls of actual fire. Literally."
"Fire Flower","4f92651b-b559-4d50-8756-63f005365759",1,"Throw balls of actual fire. Literally."
"Skinny Guys","98e2380d-d5ec-4b5d-b1cb-0f04f0c90193",3,"You may be fragile, but you're quick!"
"Hard Knuckle","75845e52-2d01-4ec0-9f53-847ec9a2f3d9",2,"Mega Man face punch."
"7777","73119f82-e731-44e5-a92f-5cdd93c44eb1",3,"All Lucky 7s!"
"Hadouken","778cb586-2aee-42e2-9e97-fa750a42c3ea",2,"Burst of energy that pulses through the target and results in temporary after shocks."
"Pizza","5c5bd06a-e53e-4990-8a92-0fa277084300",1,"Michelangelo's favorite food, dude."
"Roger Wilco","03d88589-0a7f-48f6-9cb1-8cee362f200a",3,"You defeated aliens with this handy plunger!"
"UUDDLRLRBA","2c906086-dcb6-4091-b3ba-71206d4eddc0",1,"Konami Code always gives a nice boost."
"Get Over Here","7dbda70d-8226-43f1-aeb5-b16aec98fb56",3,"Chance to cuddle up to your opponent. Serious snuggles."
"Holy Water","e5651e60-5ad3-48e5-8b4e-c7169bef5a97",2,"Throw at the floor to release temporary holy flames."
"Green Shell","4646b194-706a-4887-8c3e-bf18cf3b9b5c",1,"Throw at opponent to deliver a good thump on the head."
"Hadouken","cd889f77-9b37-411d-8f6d-ff617d5661d4",2,"Burst of energy that pulses through the target and results in temporary after shocks."
"Box of Bees","8b79a081-7df8-409d-8f8c-9938a4a5f1be",3,"The Brian Bell Legacy."
"Green Shell","024ba1ed-614b-4a14-9a16-b67ae3261d72",1,"Throw at opponent to deliver a good thump on the head."
"Princess","55284062-fb58-410f-adb2-39daed2bce1a",3,"A kiss from her majesty that turns a frog into her prince."
"Charizard","ff3e234a-f473-4ffb-8a4c-48c046e0171a",2,"It's hard to be a diamond in a rhinestone world."
"Holy Water","1b4578c2-a615-4f90-90d6-7ccc41ee708b",2,"Throw at the floor to release temporary holy flames."
"Green Shell","1f007584-17a9-44ba-855f-9c3eba9353e8",1,"Throw at opponent to deliver a good thump on the head."
"Rail Gun","5d6e6dec-c2c8-4747-afed-0fd5f5aec477",3,"Fires depleted uranium slugs at high velocity."
"Biggs","483425ed-8bbb-4930-851a-8c6fe9872290",1,"Red Wing soldier that bolsters your confidence."
"Cardboard Box","eed489a4-4d4d-40c1-a178-353565620eaf",2,"Shhh. You can't see me."
"Fus Ro Dah","5fd83dad-2307-4631-afb4-c6bfedc2cc35",3,"Dragon shout that silences the target."
"Bo Jackson","064b62c1-a1f3-4c4f-8752-d682ddfad0e8",1,"TOUCHDOWN!"
"Gold Ring","0f765c68-71c5-4e85-bd2e-aa5cdfab2371",2,"Shiny ring that provides temporary protection from damage."
"Buffalo","23edcd07-4803-41de-95e4-a839bac2fa5b",2,"Absolutely not dying from dysentery today!"
"Tanooki Suit","01bb8157-8da6-4fc6-9eeb-1097cff1a96b",2,"Adorable suit that provides temporary protection from attacks."
"Tanooki Suit","ce9738e9-4947-426f-bdcc-1256e224129d",2,"Adorable suit that provides temporary protection from attacks."
"Cardboard Box","d9084029-9384-4f0d-a8db-b88dbad72556",2,"Shhh. You can't see me."
"Warthog","9097f6bc-e1b3-4120-812b-468d63438eca",2,"Recon vehicle that temporarily increases speed."
"Wedge","77fd74f0-b673-4aae-b5ea-0976788024b3",1,"Red Wing soldier that bolsters your confidence."
"Fat Guys","92b519d7-c263-48dc-965a-17e14a42c300",3,"You may be slow, but you're solid!"
"Buffalo","dc3e6365-1397-49de-8438-25564fddf45a",2,"Absolutely not dying from dysentery today!"
"Princess","b556fa3d-fa08-4ec7-85d4-f95506346501",3,"A kiss from her majesty that turns a frog into her prince."
"Miniature Giant Space Hamster","84bc40f5-e47c-4867-8c0b-306d552aaf86",3,"Boo is always judging!"
"Holy Water","f14612c7-7288-4b82-ab66-a5a9b13b138e",2,"Throw at the floor to release temporary holy flames."
"Tanooki Suit","2edef649-fe8d-416e-863e-3c4012820207",2,"Adorable suit that provides temporary protection from attacks."
"Cthulhu","b8b0172d-e46f-4e23-a0ed-862a33d6b384",4,"This can't be good..."
"Bo Jackson","76a2d9a5-36ca-4249-811b-2bbe36a70e78",1,"TOUCHDOWN!"
"Miniature Giant Space Hamster","ef766edf-3e7e-4a1c-958c-0f4515dd9353",3,"Boo is always judging!"
"Carbuncle","f64446a5-395c-426d-8f0e-7a5ce4faa2e1",3,"Fairy creature that uses its red eye to temporarily reflect harm."
"Pandora's Box","01b57786-5480-413f-a566-a02fa8a116bc",3,"What's in here? OH NOES!"
"Da Da Da Da Daaa Da DAA da da","e859124e-4eb2-4513-90d4-3f525e63c1db",2,"The victory song that delivers a sweet reward."
"Moogle","080accbd-5576-4eef-8858-5f4bd3920129",2,"Kupo! Your luck is temporarily increased."
"Biggs","bffd9f78-e497-4bd3-bb49-a87734016151",1,"Red Wing soldier that bolsters your confidence."
"Cardboard Box","d070cfe0-2cd1-43af-bc88-6655b797c5f2",2,"Shhh. You can't see me."
"Bullet Bill","4e047b4b-5a38-4979-bf67-1e6c6f12e36a",3,"Catapult ahead of the competition."
"Pokeball","e61b0098-8723-4a5c-bb18-8479c71c5521",2,"Gotta catch 'em all!"
"Pizza","13d26ecf-4c6d-4c19-8691-f2301c23fe90",1,"Michelangelo's favorite food, dude."
"Biggs","202c85b3-0b23-4e5d-9d76-fbb258ed5fd8",1,"Red Wing soldier that bolsters your confidence."
"Pony","322f03ee-afd5-44cc-8bc0-4dd7df149a99",3,"You are a casual gaming princess! Now harvest those crops, your majesty."
"Warthog","90c923a1-575f-4a39-8a2b-964a2e5cfa87",2,"Recon vehicle that temporarily increases speed."
"Chocobo","eb53265b-9628-4c62-a9d3-a73d4f0a4803",3,"You are a master breeder! Gold chocobos bow at your feet."
"Buffalo","bb5d0555-811a-44ab-ae9f-df8dccc268e2",2,"Absolutely not dying from dysentery today!"
"Charizard","5e719d80-6f8e-4ce0-84d3-16d7bd5d9c9e",2,"It's hard to be a diamond in a rhinestone world."
"Cardboard Box","192aca80-d314-4207-bd96-d41cda7f6390",2,"Shhh. You can't see me."
"7777","f49ee147-a1e3-40f9-8f9d-9545c1561477",3,"All Lucky 7s!"
"Cardboard Box","b56f54e0-7ea5-4313-be30-9a21a9955e17",2,"Shhh. You can't see me."
"Hard Knuckle","8466d45c-f0a7-4953-a794-afc080553d70",2,"Mega Man face punch."
"Holy Water","1ac5291f-761d-41cd-b964-256e1f6f8299",2,"Throw at the floor to release temporary holy flames."
"Buffalo","9a2a6334-6e02-4ea3-a614-db6b77fec1e8",2,"Absolutely not dying from dysentery today!"
"Miniature Giant Space Hamster","796a67a4-e0c6-4a5b-b192-94f3ec7199d1",3,"Boo is always judging!"
"Moogle","7c5624fe-2fc8-4853-ad43-8fac2775d87c",2,"Kupo! Your luck is temporarily increased."
"Warthog","6062f853-0ba3-4205-b968-9b8a1c34f943",2,"Recon vehicle that temporarily increases speed."
"Hard Knuckle","24c58818-a4cc-4f2c-beb2-51b48d4c8cb0",2,"Mega Man face punch."
"Pokeball","81abc11f-e858-41de-836a-7ead0aedadd1",2,"Gotta catch 'em all!"
"Morger Beard","6eaa2821-d608-4a91-9d94-64d44eaedc29",3,"A protective beard that is flowing and majestic."
"Mushroom","5d9e12d3-922d-4853-8f62-56a56708f713",1,"Maybe edible mushroom."
"Hadouken","053706ed-8676-4af6-8f9b-617da9eba3c2",2,"Burst of energy that pulses through the target and results in temporary after shocks."
"Pokeball","f1b7bdab-5d33-46cb-9c21-31bd9e63c19d",2,"Gotta catch 'em all!"
"Carbuncle","f4c569f3-b81f-4ae5-8939-3baacbeab287",3,"Fairy creature that uses its red eye to temporarily reflect harm."
"Red Crystal","01cf6ba8-2ed1-4b8b-9e27-64a7c32d3896",3,"You have the power of tornadoes! Take that Deborah Cliff."
"Da Da Da Da Daaa Da DAA da da","3a617a44-3c9d-4ea5-8ebb-c25abc661a6e",2,"The victory song that delivers a sweet reward."
"Pokeball","fd99c7aa-e5bc-48dd-b8a6-bcf74f9153c8",2,"Gotta catch 'em all!"
"Chocobo","abce690d-989f-4636-9f2f-62e8ab27aaa6",3,"You are a master breeder! Gold chocobos bow at your feet."
"Roger Wilco","c07d366c-fa7b-4cb8-80e4-97bedfbcb598",3,"You defeated aliens with this handy plunger!"
"Da Da Da Da Daaa Da DAA da da","29d06c67-7471-411c-8821-2e81dc32e724",2,"The victory song that delivers a sweet reward."
"Green Shell","efd351f4-264d-4e27-8d24-59b78c48dc70",1,"Throw at opponent to deliver a good thump on the head."
"Rail Gun","712929f7-91c8-479c-b0b3-2a8468068172",3,"Fires depleted uranium slugs at high velocity."
"Cardboard Box","c79cace6-f92d-4e75-842a-6a94f305af92",2,"Shhh. You can't see me."
"Mushroom","59a3a6f5-df56-4a83-9bc6-3b37a096dbb3",1,"Maybe edible mushroom."
"Mushroom","e4873f52-775a-4168-aeac-1a192131c3b9",1,"Maybe edible mushroom."
"Pizza","e187cf13-0863-4876-b506-e5f2d52620b2",1,"Michelangelo's favorite food, dude."
"Hard Knuckle","aa9ca938-5b12-4000-8d67-c2387246abc3",2,"Mega Man face punch."
"Biggs","c736e776-b772-4b8b-b496-6276135f4622",1,"Red Wing soldier that bolsters your confidence."
"Moogle","7378c2da-be2a-4aa5-b774-9548b5d95675",2,"Kupo! Your luck is temporarily increased."
"Buffalo","1be8b234-bbc2-45ad-9f24-42b4ec751eab",2,"Absolutely not dying from dysentery today!"
"Moogle","14ebc4b1-ef40-4302-9106-57a1cbdb361a",2,"Kupo! Your luck is temporarily increased."
"Red Shell","ed1ab327-2534-47ca-955c-b77c4e3f1088",1,"Toss ahead of you to unsuspecting victim."
"Mushroom","2c840c70-b0a5-43b0-8dce-51dcd6006b66",1,"Maybe edible mushroom."
"Charizard","5aa1d7a9-df62-40d2-91a9-4a707b329b86",2,"It's hard to be a diamond in a rhinestone world."
"Banana Peel","cc45c0f6-1366-4ae5-b81f-76301c73ab21",1,"Person behind you 50% chance -100 points"
"Green Shell","20a0bea7-f53d-4bfa-bf0d-66f745ef6063",1,"Throw at opponent to deliver a good thump on the head."
"Crowbar","01a3d169-149a-4654-92e0-49c81efc2c88",1,"Gordon Freeman's weapon of choice."
"Hadouken","24311b85-6309-4597-892e-97b94a1c58bb",2,"Burst of energy that pulses through the target and results in temporary after shocks."
"Tanooki Suit","3762816c-d4e6-49d9-a75e-624f9979ce2a",2,"Adorable suit that provides temporary protection from attacks."
"Warthog","8200abbe-0da0-40a1-b39b-0f5e359801a4",2,"Recon vehicle that temporarily increases speed."
"Buffalo","540b607f-ecb6-4973-b024-67945f67882a",2,"Absolutely not dying from dysentery today!"
"Warthog","c46cf928-39ca-4c31-a82c-c5900304e36d",2,"Recon vehicle that temporarily increases speed."
"Zelda Cartridge","ac3c61d0-bf3d-4937-b565-b530ae92edaa",4,"You buy the latest Nintendo console with every Zelda release!"
"Roger Wilco","64238e9d-ec0b-4497-82b7-5fd5189b1f10",3,"You defeated aliens with this handy plunger!"
"Red Shell","197c643e-3580-4642-9fbc-dc2715be85e4",1,"Toss ahead of you to unsuspecting victim."
"Morger Beard","69abe668-6476-42cc-8eb2-5983e1cc9c39",3,"A protective beard that is flowing and majestic."
"Bo Jackson","2c73733c-abf9-41b4-b3cc-d20b5b75d08c",1,"TOUCHDOWN!"
"Hadouken","dce44476-ba6d-4c76-852c-4b0485c47592",2,"Burst of energy that pulses through the target and results in temporary after shocks."
"Red Shell","316aa86b-1567-4892-b946-27a2ccd50d5f",1,"Toss ahead of you to unsuspecting victim."
"Pokeball","f49974a3-b5b6-4c0c-b21d-8e1555ab8675",2,"Gotta catch 'em all!"
"Fire Flower","45c8b819-2475-4f66-9134-bd188c6f8896",1,"Throw balls of actual fire. Literally."
"Holy Water","0511673d-c688-4424-845a-d76cca904a15",2,"Throw at the floor to release temporary holy flames."
"Tanooki Suit","ef5d7a07-0330-4c23-a593-6bcaaabd78e0",2,"Adorable suit that provides temporary protection from attacks."
"Varia Suit","85405789-ba9b-40a6-84e8-88311bec0eb9",3,"Sleek pant suit offering significant protection from foes."
"Moogle","c7d5d22c-b7fb-4d66-afcf-ccf22c0e6382",2,"Kupo! Your luck is temporarily increased."
"Portal Nun","ad5e5309-a178-4fda-b816-f01c7b29dfec",3,"The Jonathan Dexter Legacy."
"UUDDLRLRBA","c3261b5f-b767-41d1-a11d-9ce8274d291a",1,"Konami Code always gives a nice boost."
"Bullet Bill","2839e44d-e997-49d5-9d20-4e8238c277d7",3,"Catapult ahead of the competition."
"Box of Bees","f41a4a7e-289d-455b-8446-de307b5ef2d1",3,"The Brian Bell Legacy."
"Da Da Da Da Daaa Da DAA da da","2ba2aa8f-0d63-4bb0-bbc0-9c6e89c2d037",2,"The victory song that delivers a sweet reward."
"Mushroom","44ab3a24-e7f6-4e41-9316-87cea3805a1d",1,"Maybe edible mushroom."
"Biggs","e8fb2a24-e721-437e-b433-b41259f42baf",1,"Red Wing soldier that bolsters your confidence."
"Tanooki Suit","fe55d0ff-6426-4eec-a4f6-1add1414ae8f",2,"Adorable suit that provides temporary protection from attacks."
"Bo Jackson","69b5da29-1fd7-4db3-b92c-a7ad77e404f8",1,"TOUCHDOWN!"
"Pokeball","a980bc1c-d6fa-4731-a892-9ce537743105",2,"Gotta catch 'em all!"
"Red Shell","595c2f86-4962-4a26-91b7-b45f11a57cc5",1,"Toss ahead of you to unsuspecting victim."
"Get Over Here","df43a9fd-d062-4ae6-b7ae-7e8b24ff60bc",3,"Chance to cuddle up to your opponent. Serious snuggles."
"Varia Suit","4b7dd012-5a7e-48f9-8c8e-00521939b07f",3,"Sleek pant suit offering significant protection from foes."
"Red Shell","d611cf82-dea7-469f-ac41-9e0a19655127",1,"Toss ahead of you to unsuspecting victim."
"Warthog","7e91dc28-8ab5-4026-8ee2-d59664c19906",2,"Recon vehicle that temporarily increases speed."
"Wedge","72adc976-d99b-4e4f-8824-600e41a03c89",1,"Red Wing soldier that bolsters your confidence."
"Chocobo","8424b391-b502-4d67-85cb-39c7ba17e598",3,"You are a master breeder! Gold chocobos bow at your feet."
"Da Da Da Da Daaa Da DAA da da","211a6c87-f201-4c69-8ee3-1a94d089ec33",2,"The victory song that delivers a sweet reward."
"Pokeball","3cc46346-090a-4c17-a2a7-86027eeadbaf",2,"Gotta catch 'em all!"
"SPNKR","18cd6989-44a6-4a62-af32-913d9fb39609",3,"Heavy weapon that has questionable aim."
"Fire Flower","5eb845ef-7731-420c-b06e-fbe38bd4128f",1,"Throw balls of actual fire. Literally."
"Moogle","f80a0d0a-75c0-493e-92cb-f859f7b9aa39",2,"Kupo! Your luck is temporarily increased."
"Morger Beard","251f28fb-6b0e-45aa-a047-ae06f19a350a",3,"A protective beard that is flowing and majestic."
"Hard Knuckle","c0661181-be42-40f2-a907-c26f04d2edfb",2,"Mega Man face punch."
"Tanooki Suit","f3a6b6d4-893a-4c55-8ef4-9eae0d7fbe6e",2,"Adorable suit that provides temporary protection from attacks."
"Fire Flower","f02d967a-e4d1-4fb5-930a-44aa5af2ea0f",1,"Throw balls of actual fire. Literally."
"Morger Beard","c9d2eccd-ec88-410a-a35b-46e8c189f932",3,"A protective beard that is flowing and majestic."
"Skinny Guys","b7358ae6-9e04-42bc-812a-e4b9ac537ee6",3,"You may be fragile, but you're quick!"
"Star","e6a6eba2-efba-4a3c-9048-3f661b2d0755",3,"A celestial object that creates temporary invincibility."
"Tanooki Suit","f2711c72-d13d-48f2-830e-4b60c5178e30",2,"Adorable suit that provides temporary protection from attacks."
"Gold Ring","87a97d7e-1e49-4d2f-8a90-185ef601b521",2,"Shiny ring that provides temporary protection from damage."
"Mushroom","67c6a5cb-382c-48c8-85d0-21d747888184",1,"Maybe edible mushroom."
"Warthog","413d9d5e-1992-48db-ad71-3073e3d800b8",2,"Recon vehicle that temporarily increases speed."
"Crowbar","84fa7930-ff94-4d38-ba57-de2d182d7f1f",1,"Gordon Freeman's weapon of choice."
"Holy Water","c7994cc2-983e-486f-8663-8b54c0fff5b8",2,"Throw at the floor to release temporary holy flames."
"Fire Flower","034bf384-232d-4630-92ff-be5fdb32d107",1,"Throw balls of actual fire. Literally."
"Green Shell","1f16319b-7f4c-48bf-9547-624e8c29329e",1,"Throw at opponent to deliver a good thump on the head."
"Mushroom","b039eda7-697a-4649-b285-80c3e08c22d2",1,"Maybe edible mushroom."
"Pandora's Box","a8830510-05f7-4216-b65e-d4d6e82654e8",3,"What's in here? OH NOES!"
"Pizza","634643a8-f6e5-4dd8-8e49-cda30a988e12",1,"Michelangelo's favorite food, dude."
"Hadouken","a749dd14-17a9-4068-bf07-30da7c9c4805",2,"Burst of energy that pulses through the target and results in temporary after shocks."
"Mushroom","4fb2e1f1-a174-40ae-be4d-6eea6e82c1d4",1,"Maybe edible mushroom."
"Charizard","cbfbd1a8-6903-4c63-b893-67597b9948e7",2,"It's hard to be a diamond in a rhinestone world."
"Buffalo","43963e13-b20c-4f3c-9214-f1305c202bc9",2,"Absolutely not dying from dysentery today!"
"Crowbar","cc2dacba-48a4-4aea-9956-f88dabe1d2c6",1,"Gordon Freeman's weapon of choice."
"Wedge","8198f6bd-e2d1-4c68-972b-3a1841b63a0b",1,"Red Wing soldier that bolsters your confidence."
"Biggs","37be3ea5-76c3-4899-8bcb-25096c295b34",1,"Red Wing soldier that bolsters your confidence."
"Pandora's Box","898d3707-76c3-44bb-8c6a-1659bec31a83",3,"What's in here? OH NOES!"
"Mushroom","3d9ade9d-8b20-44c5-8f5f-efd196a495a0",1,"Maybe edible mushroom."
"Wedge","35eb969c-2913-41bb-b038-c1d62f813b57",1,"Red Wing soldier that bolsters your confidence."
"UUDDLRLRBA","6aab28f2-9cb5-48c2-998d-3829fd367a03",1,"Konami Code always gives a nice boost."
"Warthog","0299169c-f285-4159-a3f8-68d23f7577f0",2,"Recon vehicle that temporarily increases speed."
"Charizard","93d1f6d2-96c3-4ba5-9ac0-dafbf9bf7d1f",2,"It's hard to be a diamond in a rhinestone world."
"Blue Shell","b5db27d1-ba05-4909-8618-41af61724779",3,"Mighty Koopa shell that displaces the leader of the pack."
"Buster Sword","769a67e7-0f17-4579-a7d2-ee7ac2672cba",3,"Save Aeris!! ... too soon?"
"Ocarina of Time","fb2f4618-bde4-4a99-aa36-632e343e9c69",4,"You are the BFF of the Great Deku Tree!"
"Skinny Guys","ccca8ebe-a33d-4f26-906a-45a6447f7430",3,"You may be fragile, but you're quick!"
"Cardboard Box","3e8cff73-738a-4c2f-913a-398b8956ce38",2,"Shhh. You can't see me."
"Roger Wilco","61207174-513b-4737-97c6-8b44746c5e10",3,"You defeated aliens with this handy plunger!"
"Banana Peel","2b9a0e7a-801b-4e4a-b73f-0d52cbfa7f8b",1,"Person behind you 50% chance -100 points"
"Buffalo","7b71675e-55e3-4c98-8814-06916962ae35",2,"Absolutely not dying from dysentery today!"
"Bo Jackson","fb36b730-f147-49f0-a64f-9a7f0a77a35a",1,"TOUCHDOWN!"
"Cardboard Box","c8014b4e-bc00-4649-830e-59d51ce791eb",2,"Shhh. You can't see me."
"Tanooki Suit","2649a1ba-86fb-4896-a411-b371f230c830",2,"Adorable suit that provides temporary protection from attacks."
"Hard Knuckle","d0a06517-fec4-47ef-b8d2-31da25e78fb1",2,"Mega Man face punch."
"Get Over Here","c827acb8-c05f-4f45-8ac7-7de2fd4b2c6d",3,"Chance to cuddle up to your opponent. Serious snuggles."
"Holy Water","e0248ace-f36f-4407-9923-850f2be09d17",2,"Throw at the floor to release temporary holy flames."
"Master Sword","1b5a8683-e316-49bd-b357-cef0f561077f",3,"It's dangerous to go alone!"
"Pokeball","d560bee1-8641-4c8c-b4e4-b954760dc54f",2,"Gotta catch 'em all!"
"Warthog","58c5dae7-6502-4937-ae9c-42d1d6a32771",2,"Recon vehicle that temporarily increases speed."
"UUDDLRLRBA","392bd5b0-e48f-4047-b918-8f3afbbe39e4",1,"Konami Code always gives a nice boost."
"Hadouken","f6c0fedb-7407-41dd-8611-b9e14ad51733",2,"Burst of energy that pulses through the target and results in temporary after shocks."
"Tanooki Suit","42875307-c7a4-425c-b09c-21039efdc1c9",2,"Adorable suit that provides temporary protection from attacks."
"Master Sword","8ad846d3-9b2d-48ed-b638-bbfba006cbfe",3,"It's dangerous to go alone!"
"Biggs","06152730-01f7-491d-aec1-ae9bbef60acf",1,"Red Wing soldier that bolsters your confidence."
"Biggs","779899cd-509f-4d38-a907-98220da80247",1,"Red Wing soldier that bolsters your confidence."
"Warthog","3f68efef-6f63-48ef-9785-b62635b1c42a",2,"Recon vehicle that temporarily increases speed."
"Fat Guys","6b6089ae-70ef-4dd6-a4cf-ef4477ba17d5",3,"You may be slow, but you're solid!"
"Pokeball","5c079143-4f07-449c-881a-63f68fa79b0f",2,"Gotta catch 'em all!"
"Princess","9ab93254-a6dd-4576-817b-e5c87b144ded",3,"A kiss from her majesty that turns a frog into her prince."
"Hadouken","f0e23701-8b10-4c3e-ad34-3b610579f50b",2,"Burst of energy that pulses through the target and results in temporary after shocks."
"Mushroom","5302944b-bc62-48ec-86e8-0b0f3d4d0cfb",1,"Maybe edible mushroom."
"Wedge","86f26c25-1934-44e1-8983-61164a5ea15f",1,"Red Wing soldier that bolsters your confidence."
"Power Pellet: Inky","19a950d1-28b5-426b-b9f1-678959eea1db",4,"Round object created for the sole purpose of trolling."
"Warthog","945ecc9b-19e8-4851-b8a3-8cb35e314994",2,"Recon vehicle that temporarily increases speed."
"Banana Peel","cb6e69f5-31ce-4e06-b415-eacc3096ae70",1,"Person behind you 50% chance -100 points"
"Mushroom","d118ac2e-6aa9-4d26-ae6a-8934e9086c28",1,"Maybe edible mushroom."
"Bullet Bill","3513a53e-2226-4219-b330-c009f2697dde",3,"Catapult ahead of the competition."
"Banana Peel","23fe09c7-1da3-4386-b027-5cb272740f77",1,"Person behind you 50% chance -100 points"
"Red Crystal","4039af1f-05e0-48a8-a6ae-80fdb4ba9e80",3,"You have the power of tornadoes! Take that Deborah Cliff."
"Carbuncle","0349cf2c-c019-4a13-9162-4dd7fc90b34b",3,"Fairy creature that uses its red eye to temporarily reflect harm."
"UUDDLRLRBA","c33777b8-5997-4d07-9be4-34aeaf689a63",1,"Konami Code always gives a nice boost."
"Fire Flower","a9621699-d7a6-4cb0-80ef-513a48c78cda",1,"Throw balls of actual fire. Literally."
"Warthog","9e49176d-6319-40d5-905e-e2587076c19a",2,"Recon vehicle that temporarily increases speed."
"Da Da Da Da Daaa Da DAA da da","32e0a5a9-e4e8-476a-b472-40c558eabf5b",2,"The victory song that delivers a sweet reward."
"Chocobo","1a6952fa-ed26-4799-9e42-911952238462",3,"You are a master breeder! Gold chocobos bow at your feet."
"Gold Ring","57e83569-d604-43cf-97e6-84a8ec545665",2,"Shiny ring that provides temporary protection from damage."
"SPNKR","4fe8a3a2-9281-4392-99db-c7f261473f15",3,"Heavy weapon that has questionable aim."
"Golden Gun","114c8e98-8e64-427b-b21c-f1f54f78cbc8",3,"Francisco Scaramanga's weapon of choice."
"Cardboard Box","c0fcfa38-8d22-48cb-b274-86f6b2c6d0c0",2,"Shhh. You can't see me."
"Warthog","0b1cd149-7550-4f2b-bcbc-5c70e7b2f0c1",2,"Recon vehicle that temporarily increases speed."
"Red Crystal","34faf286-19d0-42bd-adb6-8607d0485666",3,"You have the power of tornadoes! Take that Deborah Cliff."
"Bo Jackson","6ecab522-3c29-4db8-9a2d-e7e99a3d77e5",1,"TOUCHDOWN!"
"Moogle","1c80be0f-55f2-4308-b233-80905a883e9d",2,"Kupo! Your luck is temporarily increased."
"Morph Ball","57d12d9f-2c5a-4835-b33d-743f180367e1",3,"Transform into a sphere that passes two players."
"Red Shell","57ea79c4-7b47-405b-9e47-7fc4536a3f80",1,"Toss ahead of you to unsuspecting victim."
"Wedge","e334e306-15e6-44e4-b4a9-32356b1b2a6d",1,"Red Wing soldier that bolsters your confidence."
"Banana Peel","02d875d4-7c18-4e60-9397-7767da261791",1,"Person behind you 50% chance -100 points"
"Red Shell","9633ed84-125f-49a8-9934-a1860f9a68d8",1,"Toss ahead of you to unsuspecting victim."
"Mushroom","9feabea7-662b-4246-908c-e86b5817e26e",1,"Maybe edible mushroom."
"Da Da Da Da Daaa Da DAA da da","48e44753-5146-472a-b094-15cc4eb1e1a5",2,"The victory song that delivers a sweet reward."
"Tanooki Suit","12675a62-aa62-4781-ac9e-28f0d25f3616",2,"Adorable suit that provides temporary protection from attacks."
"Mushroom","9ad0008d-ff0f-45d6-a6e9-4e302cd5f6c6",1,"Maybe edible mushroom."
"Miniature Giant Space Hamster","4c75f104-5bbe-4208-87d0-e0c15ecf81f3",3,"Boo is always judging!"
"Gold Ring","69eb1605-fd2e-4a34-acfd-1a5046254c2f",2,"Shiny ring that provides temporary protection from damage."
"Cardboard Box","528687aa-bfec-4c26-a1e2-4800d7ff8812",2,"Shhh. You can't see me."
"Golden Gun","72123459-6266-492e-a1cd-c1828c3d0c7f",3,"Francisco Scaramanga's weapon of choice."
"Green Shell","1f9499c9-60cb-4ec4-ac61-5bf435b14550",1,"Throw at opponent to deliver a good thump on the head."
"Bo Jackson","bd0848c6-376a-4af7-b848-5f47c3c5eff3",1,"TOUCHDOWN!"
"Moogle","968117b7-e59d-4cf4-9820-c4d253527f64",2,"Kupo! Your luck is temporarily increased."
"Hadouken","7865b56e-4eb1-4d82-8ad8-f4de4307415b",2,"Burst of energy that pulses through the target and results in temporary after shocks."
